sentence,label
There are moments where a toxic culture and unfair treatment. Makes me consider leaving.,negative
It's been difficult collaborating with a toxic culture and unfair treatment. Hope this improves over time.,negative
I've learned a lot from the great leadership and mentorship. Keeps me motivated and satisfied.,positive
There are moments where stuck in same role or promotions. Affects overall morale.,negative
There are moments where lack of mental health and wellness support. This is causing dissatisfaction.,negative
I'm disappointed by lack of mental health and wellness support. Hope this improves over time.,negative
Always impressed by the great leadership and mentorship. Makes me feel valued and supported.,positive
Often frustrated due to being underpaid and the salary not being competitive. Affects overall morale.,negative
I really appreciate how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
It's great working with the market-aligned pay and good benefits options. Fosters a sense of belonging.,positive
Love the way the extra perks and fair salary. Makes me feel valued and supported.,positive
Happy to have the time autonomy and healthy work-life separation. Encourages me to stay longer.,positive
I feel a bit challenged working with not being appreciated or valued. Hope this improves over time.,negative
Always impressed by the family-friendly schedule and reasonable workload. Keeps me motivated and satisfied.,positive
Always impressed by how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
There are moments where constant changes with no communication. This is causing dissatisfaction.,negative
I really appreciate the inclusive and team-oriented culture. Promotes healthy work-life balance.,positive
I've noticed issues with a cliquish teams and hostile environment. Affects overall morale.,negative
I'm disappointed by a bias in decision making and cliquish teams. This is causing dissatisfaction.,negative
I've learned a lot from the value-driven company and supportive peers culture. Encourages me to stay longer.,positive
Love the way the opportunities for continuous development and clear career ladder. Keeps me motivated and satisfied.,positive
I'm grateful for the great leadership and mentorship. Makes me feel valued and supported.,positive
Happy to have the belongingness and supportive peers culture. Keeps me motivated and satisfied.,positive
Unhappy with being underpaid and the salary not being competitive. Would like to see some changes.,negative
I really appreciate the wellness programs and mental health support. Fosters a sense of belonging.,positive
There are moments where not being appreciated or valued. Affects overall morale.,negative
